year_month,month_of_release,passenger_type,direction,sex,age,estimate,standard_error,status
2021-07,2021-09,Long-term migrant,Net,Male,TOTAL,315,81,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,TOTAL,TOTAL,4719,125,Provisional
2021-07,2021-09,Long-term migrant,Departures,TOTAL,TOTAL,3827,103,Provisional
2021-07,2021-09,Long-term migrant,Net,TOTAL,TOTAL,891,145,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Female,0-4 years,116,8,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Male,0-4 years,131,9,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Female,10-14 years,51,4,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Male,10-14 years,66,5,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Female,15-19 years,42,5,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Male,15-19 years,52,5,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Female,20-24 years,87,7,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Male,20-24 years,66,6,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Female,25-29 years,194,10,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Male,25-29 years,122,9,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Female,30-34 years,169,10,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Male,30-34 years,181,11,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Female,35-39 years,108,8,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Male,35-39 years,134,9,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Female,40-44 years,58,6,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Male,40-44 years,68,7,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Female,45-49 years,43,6,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Male,45-49 years,57,7,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Female,5-9 years,103,6,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Male,5-9 years,89,6,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Female,50-54 years,35,5,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Male,50-54 years,37,5,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Female,55-59 years,34,6,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Male,55-59 years,32,5,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Female,60-64 years,26,5,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Male,60-64 years,23,4,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Female,65-69 years,21,4,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Male,65-69 years,21,4,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Female,70-74 years,10,3,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Male,70-74 years,13,3,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Female,75-79 years,5,2,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Male,75-79 years,6,2,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Female,80-84 years,1,1,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Male,80-84 years,2,1,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Female,85-89 years,1,1,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Male,85-89 years,2,1,Provisional
2021-08,2021-09,Long-term migrant,Departures,Female,0-4 years,56,7,Provisional
2021-08,2021-09,Long-term migrant,Departures,Male,0-4 years,70,8,Provisional
2021-08,2021-09,Long-term migrant,Departures,Female,10-14 years,38,5,Provisional
2021-08,2021-09,Long-term migrant,Departures,Male,10-14 years,43,6,Provisional
2021-08,2021-09,Long-term migrant,Departures,Female,15-19 years,64,7,Provisional
2021-08,2021-09,Long-term migrant,Departures,Male,15-19 years,62,7,Provisional
2021-08,2021-09,Long-term migrant,Departures,Female,20-24 years,110,10,Provisional
2021-08,2021-09,Long-term migrant,Departures,Male,20-24 years,130,11,Provisional
2021-08,2021-09,Long-term migrant,Departures,Female,25-29 years,154,12,Provisional
2021-08,2021-09,Long-term migrant,Departures,Male,25-29 years,207,13,Provisional
2021-08,2021-09,Long-term migrant,Departures,Female,30-34 years,124,11,Provisional
2021-08,2021-09,Long-term migrant,Departures,Male,30-34 years,167,12,Provisional
2021-08,2021-09,Long-term migrant,Departures,Female,35-39 years,69,8,Provisional
2021-08,2021-09,Long-term migrant,Departures,Male,35-39 years,102,9,Provisional
2021-08,2021-09,Long-term migrant,Departures,Female,40-44 years,54,7,Provisional
2021-08,2021-09,Long-term migrant,Departures,Male,40-44 years,61,7,Provisional
2021-08,2021-09,Long-term migrant,Departures,Female,45-49 years,39,6,Provisional
2021-08,2021-09,Long-term migrant,Departures,Male,45-49 years,54,7,Provisional
2021-08,2021-09,Long-term migrant,Departures,Female,5-9 years,47,6,Provisional
2021-08,2021-09,Long-term migrant,Departures,Male,5-9 years,65,7,Provisional
2021-08,2021-09,Long-term migrant,Departures,Female,50-54 years,34,5,Provisional
2021-08,2021-09,Long-term migrant,Departures,Male,50-54 years,40,6,Provisional
2021-08,2021-09,Long-term migrant,Departures,Female,55-59 years,26,5,Provisional
2021-08,2021-09,Long-term migrant,Departures,Male,55-59 years,28,5,Provisional
2021-08,2021-09,Long-term migrant,Departures,Female,60-64 years,25,5,Provisional
2021-08,2021-09,Long-term migrant,Departures,Male,60-64 years,26,5,Provisional
2021-08,2021-09,Long-term migrant,Departures,Female,65-69 years,24,5,Provisional
2021-08,2021-09,Long-term migrant,Departures,Male,65-69 years,20,5,Provisional
2021-08,2021-09,Long-term migrant,Departures,Female,70-74 years,14,4,Provisional
2021-08,2021-09,Long-term migrant,Departures,Male,70-74 years,13,4,Provisional
2021-08,2021-09,Long-term migrant,Departures,Female,75-79 years,7,3,Provisional
2021-08,2021-09,Long-term migrant,Departures,Male,75-79 years,7,3,Provisional
2021-08,2021-09,Long-term migrant,Departures,Female,80-84 years,4,2,Provisional
2021-08,2021-09,Long-term migrant,Departures,Male,80-84 years,4,2,Provisional
2021-08,2021-09,Long-term migrant,Departures,Female,85-89 years,1,1,Provisional
2021-08,2021-09,Long-term migrant,Departures,Male,85-89 years,1,1,Provisional
2021-08,2021-09,Long-term migrant,Departures,Female,90+ years,0,0,Provisional
2021-08,2021-09,Long-term migrant,Departures,Male,90+ years,0,0,Provisional
2021-08,2021-09,Long-term migrant,Net,Female,0-4 years,60,10,Provisional
2021-08,2021-09,Long-term migrant,Net,Male,0-4 years,62,11,Provisional
2021-08,2021-09,Long-term migrant,Net,Female,10-14 years,12,7,Provisional
2021-08,2021-09,Long-term migrant,Net,Male,10-14 years,22,7,Provisional
2021-08,2021-09,Long-term migrant,Net,Female,15-19 years,-22,8,Provisional
2021-08,2021-09,Long-term migrant,Net,Male,15-19 years,-10,9,Provisional
2021-08,2021-09,Long-term migrant,Net,Female,20-24 years,-24,11,Provisional
2021-08,2021-09,Long-term migrant,Net,Male,20-24 years,-64,12,Provisional
2021-08,2021-09,Long-term migrant,Net,Female,25-29 years,39,16,Provisional
2021-08,2021-09,Long-term migrant,Net,Male,25-29 years,-85,16,Provisional
2021-08,2021-09,Long-term migrant,Net,Female,30-34 years,45,14,Provisional
2021-08,2021-09,Long-term migrant,Net,Male,30-34 years,14,16,Provisional
2021-08,2021-09,Long-term migrant,Net,Female,35-39 years,39,11,Provisional
2021-08,2021-09,Long-term migrant,Net,Male,35-39 years,33,12,Provisional
2021-08,2021-09,Long-term migrant,Net,Female,40-44 years,4,9,Provisional
2021-08,2021-09,Long-term migrant,Net,Male,40-44 years,7,9,Provisional
2021-08,2021-09,Long-term migrant,Net,Female,45-49 years,4,8,Provisional
2021-08,2021-09,Long-term migrant,Net,Male,45-49 years,2,9,Provisional
2021-08,2021-09,Long-term migrant,Net,Female,5-9 years,56,9,Provisional
2021-08,2021-09,Long-term migrant,Net,Male,5-9 years,23,8,Provisional
2021-08,2021-09,Long-term migrant,Net,Female,50-54 years,0,7,Provisional
2021-08,2021-09,Long-term migrant,Net,Male,50-54 years,-3,8,Provisional
2021-08,2021-09,Long-term migrant,Net,Female,55-59 years,7,7,Provisional
2021-08,2021-09,Long-term migrant,Net,Male,55-59 years,4,7,Provisional
2021-08,2021-09,Long-term migrant,Net,Female,60-64 years,1,7,Provisional
2021-08,2021-09,Long-term migrant,Net,Male,60-64 years,-4,7,Provisional
2021-08,2021-09,Long-term migrant,Net,Female,65-69 years,-3,6,Provisional
2021-08,2021-09,Long-term migrant,Net,Male,65-69 years,1,6,Provisional
2021-08,2021-09,Long-term migrant,Net,Female,70-74 years,-4,5,Provisional
2021-08,2021-09,Long-term migrant,Net,Male,70-74 years,0,5,Provisional
2021-08,2021-09,Long-term migrant,Net,Female,75-79 years,-2,3,Provisional
2021-08,2021-09,Long-term migrant,Net,Male,75-79 years,-2,4,Provisional
2021-08,2021-09,Long-term migrant,Net,Female,80-84 years,-2,2,Provisional
2021-08,2021-09,Long-term migrant,Net,Male,80-84 years,-2,2,Provisional
2021-08,2021-09,Long-term migrant,Net,Female,85-89 years,0,1,Provisional
2021-08,2021-09,Long-term migrant,Net,Male,85-89 years,0,1,Provisional
2021-08,2021-09,Long-term migrant,Net,Female,90+ years,0,0,Provisional
2021-08,2021-09,Long-term migrant,Net,Male,90+ years,0,0,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,TOTAL,0-4 years,247,13,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,TOTAL,10-14 years,117,7,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,TOTAL,15-19 years,94,8,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,TOTAL,20-24 years,152,10,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,TOTAL,25-29 years,316,14,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,TOTAL,30-34 years,350,15,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,TOTAL,35-39 years,242,12,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,TOTAL,40-44 years,125,9,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,TOTAL,45-49 years,99,9,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,TOTAL,5-9 years,192,9,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,TOTAL,50-54 years,71,8,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,TOTAL,55-59 years,65,8,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,TOTAL,60-64 years,49,7,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,TOTAL,65-69 years,42,7,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,TOTAL,70-74 years,24,5,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,TOTAL,75-79 years,11,3,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,TOTAL,80-84 years,3,1,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,TOTAL,85-89 years,3,1,Provisional
2021-08,2021-09,Long-term migrant,Departures,TOTAL,0-4 years,126,12,Provisional
2021-08,2021-09,Long-term migrant,Departures,TOTAL,10-14 years,82,8,Provisional
2021-08,2021-09,Long-term migrant,Departures,TOTAL,15-19 years,126,11,Provisional
2021-08,2021-09,Long-term migrant,Departures,TOTAL,20-24 years,240,16,Provisional
2021-08,2021-09,Long-term migrant,Departures,TOTAL,25-29 years,361,19,Provisional
2021-08,2021-09,Long-term migrant,Departures,TOTAL,30-34 years,291,17,Provisional
2021-08,2021-09,Long-term migrant,Departures,TOTAL,35-39 years,171,12,Provisional
2021-08,2021-09,Long-term migrant,Departures,TOTAL,40-44 years,115,10,Provisional
2021-08,2021-09,Long-term migrant,Departures,TOTAL,45-49 years,93,9,Provisional
2021-08,2021-09,Long-term migrant,Departures,TOTAL,5-9 years,112,10,Provisional
2021-08,2021-09,Long-term migrant,Departures,TOTAL,50-54 years,74,8,Provisional
2021-08,2021-09,Long-term migrant,Departures,TOTAL,55-59 years,54,7,Provisional
2021-08,2021-09,Long-term migrant,Departures,TOTAL,60-64 years,51,8,Provisional
2021-08,2021-09,Long-term migrant,Departures,TOTAL,65-69 years,44,7,Provisional
2021-08,2021-09,Long-term migrant,Departures,TOTAL,70-74 years,27,6,Provisional
2021-08,2021-09,Long-term migrant,Departures,TOTAL,75-79 years,14,4,Provisional
2021-08,2021-09,Long-term migrant,Departures,TOTAL,80-84 years,8,3,Provisional
2021-08,2021-09,Long-term migrant,Departures,TOTAL,85-89 years,2,1,Provisional
2021-08,2021-09,Long-term migrant,Net,TOTAL,0-4 years,122,17,Provisional
2021-08,2021-09,Long-term migrant,Net,TOTAL,10-14 years,35,11,Provisional
2021-08,2021-09,Long-term migrant,Net,TOTAL,15-19 years,-32,13,Provisional
2021-08,2021-09,Long-term migrant,Net,TOTAL,20-24 years,-88,18,Provisional
2021-08,2021-09,Long-term migrant,Net,TOTAL,25-29 years,-45,24,Provisional
2021-08,2021-09,Long-term migrant,Net,TOTAL,30-34 years,59,23,Provisional
2021-08,2021-09,Long-term migrant,Net,TOTAL,35-39 years,71,18,Provisional
2021-08,2021-09,Long-term migrant,Net,TOTAL,40-44 years,11,14,Provisional
2021-08,2021-09,Long-term migrant,Net,TOTAL,45-49 years,6,13,Provisional
2021-08,2021-09,Long-term migrant,Net,TOTAL,5-9 years,80,13,Provisional
2021-08,2021-09,Long-term migrant,Net,TOTAL,50-54 years,-3,11,Provisional
2021-08,2021-09,Long-term migrant,Net,TOTAL,55-59 years,11,10,Provisional
2021-08,2021-09,Long-term migrant,Net,TOTAL,60-64 years,-2,10,Provisional
2021-08,2021-09,Long-term migrant,Net,TOTAL,65-69 years,-2,10,Provisional
2021-08,2021-09,Long-term migrant,Net,TOTAL,70-74 years,-4,7,Provisional
2021-08,2021-09,Long-term migrant,Net,TOTAL,75-79 years,-3,5,Provisional
2021-08,2021-09,Long-term migrant,Net,TOTAL,80-84 years,-4,3,Provisional
2021-08,2021-09,Long-term migrant,Net,TOTAL,85-89 years,1,2,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,TOTAL,90+ years,0,0,Provisional
2021-08,2021-09,Long-term migrant,Departures,TOTAL,90+ years,0,0,Provisional
2021-08,2021-09,Long-term migrant,Net,TOTAL,90+ years,0,0,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Female,TOTAL,1104,34,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Male,TOTAL,1098,34,Provisional
2021-08,2021-09,Long-term migrant,Departures,Female,TOTAL,891,36,Provisional
2021-08,2021-09,Long-term migrant,Departures,Male,TOTAL,1099,41,Provisional
2021-08,2021-09,Long-term migrant,Net,Female,TOTAL,212,49,Provisional
2021-08,2021-09,Long-term migrant,Net,Male,TOTAL,-1,54,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,TOTAL,TOTAL,2202,57,Provisional
2021-08,2021-09,Long-term migrant,Departures,TOTAL,TOTAL,1991,64,Provisional
2021-08,2021-09,Long-term migrant,Net,TOTAL,TOTAL,211,88,Provisional
2021-09,2021-09,Long-term migrant,Arrivals,Female,0-4 years,88,7,Provisional
2021-09,2021-09,Long-term migrant,Arrivals,Male,0-4 years,113,9,Provisional
2021-09,2021-09,Long-term migrant,Arrivals,Female,10-14 years,35,5,Provisional
2021-09,2021-09,Long-term migrant,Arrivals,Male,10-14 years,39,4,Provisional
2021-09,2021-09,Long-term migrant,Arrivals,Female,15-19 years,28,4,Provisional
2021-09,2021-09,Long-term migrant,Arrivals,Male,15-19 years,24,4,Provisional
2021-09,2021-09,Long-term migrant,Arrivals,Female,20-24 years,57,6,Provisional
2021-09,2021-09,Long-term migrant,Arrivals,Male,20-24 years,41,5,Provisional
2021-09,2021-09,Long-term migrant,Arrivals,Female,25-29 years,150,11,Provisional
2021-09,2021-09,Long-term migrant,Arrivals,Male,25-29 years,103,9,Provisional
2021-09,2021-09,Long-term migrant,Arrivals,Female,30-34 years,144,11,Provisional
2021-09,2021-09,Long-term migrant,Arrivals,Male,30-34 years,152,11,Provisional
2021-09,2021-09,Long-term migrant,Arrivals,Female,35-39 years,86,8,Provisional
2021-09,2021-09,Long-term migrant,Arrivals,Male,35-39 years,116,10,Provisional
2021-09,2021-09,Long-term migrant,Arrivals,Female,40-44 years,47,6,Provisional
2021-09,2021-09,Long-term migrant,Arrivals,Male,40-44 years,68,8,Provisional
2021-09,2021-09,Long-term migrant,Arrivals,Female,45-49 years,33,5,Provisional
2021-09,2021-09,Long-term migrant,Arrivals,Male,45-49 years,50,7,Provisional
2021-09,2021-09,Long-term migrant,Arrivals,Female,5-9 years,74,6,Provisional
2021-09,2021-09,Long-term migrant,Arrivals,Male,5-9 years,84,7,Provisional
2021-09,2021-09,Long-term migrant,Arrivals,Female,50-54 years,22,4,Provisional
2021-09,2021-09,Long-term migrant,Arrivals,Male,50-54 years,32,6,Provisional
2021-09,2021-09,Long-term migrant,Arrivals,Female,55-59 years,20,4,Provisional
2021-09,2021-09,Long-term migrant,Arrivals,Male,55-59 years,27,6,Provisional
2021-09,2021-09,Long-term migrant,Arrivals,Female,60-64 years,15,4,Provisional
2021-09,2021-09,Long-term migrant,Arrivals,Male,60-64 years,17,4,Provisional
2021-09,2021-09,Long-term migrant,Arrivals,Female,65-69 years,12,4,Provisional
2021-09,2021-09,Long-term migrant,Arrivals,Male,65-69 years,13,4,Provisional
2021-09,2021-09,Long-term migrant,Arrivals,Female,70-74 years,5,2,Provisional
2021-09,2021-09,Long-term migrant,Arrivals,Male,70-74 years,7,3,Provisional
2021-09,2021-09,Long-term migrant,Arrivals,Female,75-79 years,2,1,Provisional
2021-09,2021-09,Long-term migrant,Arrivals,Male,75-79 years,2,1,Provisional
2021-09,2021-09,Long-term migrant,Arrivals,Female,80-84 years,2,1,Provisional
2021-09,2021-09,Long-term migrant,Arrivals,Male,80-84 years,2,1,Provisional
2021-09,2021-09,Long-term migrant,Arrivals,Male,85-89 years,0,0,Provisional
2021-09,2021-09,Long-term migrant,Arrivals,Female,90+ years,0,0,Provisional
2021-09,2021-09,Long-term migrant,Arrivals,Male,90+ years,0,0,Provisional
2021-09,2021-09,Long-term migrant,Departures,Female,0-4 years,28,5,Provisional
2021-09,2021-09,Long-term migrant,Departures,Male,0-4 years,39,6,Provisional
2021-09,2021-09,Long-term migrant,Departures,Female,10-14 years,12,3,Provisional
2021-09,2021-09,Long-term migrant,Departures,Male,10-14 years,12,3,Provisional
2021-09,2021-09,Long-term migrant,Departures,Female,15-19 years,19,4,Provisional
2021-09,2021-09,Long-term migrant,Departures,Male,15-19 years,20,4,Provisional
2021-09,2021-09,Long-term migrant,Departures,Female,20-24 years,41,6,Provisional
2021-09,2021-09,Long-term migrant,Departures,Male,20-24 years,54,7,Provisional
2021-09,2021-09,Long-term migrant,Departures,Female,25-29 years,83,9,Provisional
2021-09,2021-09,Long-term migrant,Departures,Male,25-29 years,124,12,Provisional
2021-09,2021-09,Long-term migrant,Departures,Female,30-34 years,68,8,Provisional
2021-09,2021-09,Long-term migrant,Departures,Male,30-34 years,110,12,Provisional
2021-09,2021-09,Long-term migrant,Departures,Female,35-39 years,39,6,Provisional
2021-09,2021-09,Long-term migrant,Departures,Male,35-39 years,67,9,Provisional
2021-09,2021-09,Long-term migrant,Departures,Female,40-44 years,28,5,Provisional
2021-09,2021-09,Long-term migrant,Departures,Male,40-44 years,47,7,Provisional
2021-09,2021-09,Long-term migrant,Departures,Female,45-49 years,22,4,Provisional
2021-09,2021-09,Long-term migrant,Departures,Male,45-49 years,37,7,Provisional
2021-09,2021-09,Long-term migrant,Departures,Female,5-9 years,24,5,Provisional
